t(s)	ps01	ps02	ps03	ps04	ps05	ps06	ps07	ps08	ps09	ps10	ps11	ps12	ps13	ps14	ps15	ps16	ps17	ps18	ps19	ps20	ps21	
0.19089	7.66067e-005	-6.52005e-005	-6.03294e-005	1.94424e-006	-0.000141773	-8.31064e-005	-2.69491e-005	3.63623e-005	1.23623e-005	6.03375e-005	2.95527e-005	6.56838e-005	4.45842e-005	5.2699e-005	-5.76636e-005	-1.47565e-005	-2.07186e-005	-0.000177811	-0.000135403	-0.000126493	-0.00011504	
0.19191	6.84542e-006	-0.000224104	6.69155e-005	0.000161481	0.000161949	-3.74855e-005	3.73402e-005	-2.51936e-005	2.51509e-006	7.64007e-005	-5.04697e-005	-3.51296e-005	-1.38458e-006	7.07427e-005	0.000110642	0.000178247	0.000133411	1.26818e-006	9.04517e-007	1.63205e-005	-0.00012976	
0.192995	1.34723e-005	-0.000170833	-2.58995e-005	-2.08265e-006	-4.63067e-005	-3.38149e-005	3.80673e-005	2.93247e-005	3.65461e-005	8.10022e-005	-3.1749e-005	2.95629e-005	6.51044e-005	8.97227e-005	-5.60051e-005	-8.77675e-006	-1.29769e-005	-0.000124282	-9.57013e-005	-7.13819e-005	-6.54231e-005	
0.194016	5.84445e-005	-0.000120129	-7.02375e-005	-0.000108997	-0.000343579	-4.21312e-005	-2.29431e-005	1.18161e-005	-1.73991e-005	6.06982e-005	2.35521e-005	2.45603e-005	5.76569e-005	7.40818e-005	-6.98415e-005	-4.8672e-005	-0.000110824	-0.000297746	-0.000219061	-0.000120235	-9.18857e-005	
0.1951	8.28851e-005	-9.02919e-005	-9.54025e-005	-0.000215034	-0.000313135	-9.49095e-005	6.52289e-005	0.000121815	9.00027e-005	0.000117584	1.42022e-005	4.76864e-005	6.68077e-005	5.65033e-005	-6.45754e-005	-2.68976e-005	-0.000127005	-0.000312187	-0.000233762	-0.00018246	-8.76488e-005	
0.196121	4.35496e-005	-0.000118207	-8.17519e-006	-5.84636e-005	-0.000280727	-2.73218e-005	2.83607e-006	4.30586e-005	7.79549e-005	4.50501e-005	1.25358e-005	5.06128e-005	0.000118355	0.000127408	-1.81647e-005	1.61278e-005	-5.021e-005	-0.000256078	-0.000167036	-0.000117118	-0.000118148	
0.197206	3.31838e-006	-0.00012215	-7.65778e-005	8.14225e-005	-0.00026516	-7.54664e-005	2.25669e-005	0.000101303	0.000124518	5.00057e-005	-2.66469e-005	2.23016e-005	2.94998e-005	5.04259e-005	-5.26495e-005	3.14897e-005	5.70782e-005	-0.000284566	-0.000201567	-0.000160429	-7.92213e-005	
0.198227	4.87482e-005	-4.33659e-005	3.155e-005	-0.000153219	-0.000431793	-8.77235e-005	5.11441e-006	3.168e-005	1.69171e-005	6.24611e-005	3.29336e-005	0.000134215	0.000170385	0.000173429	3.85608e-005	1.16098e-005	-7.65041e-005	-0.000373275	-0.000210216	-0.000143986	-9.56757e-005	
0.199311	-4.92624e-007	-0.000165569	-6.83498e-006	-7.16257e-005	-0.000203049	-2.58652e-006	1.54419e-005	6.60525e-005	4.39491e-005	3.7497e-005	-6.37202e-005	7.67532e-006	3.98963e-005	9.3118e-005	-4.68837e-006	5.90624e-005	-7.75695e-006	-0.000219165	-0.000124236	-3.89417e-005	-7.73685e-005	
0.200332	-8.42447e-008	-5.26878e-005	-4.3216e-008	-7.10747e-005	-0.000201785	-5.22102e-005	2.24464e-005	1.14482e-005	1.10001e-005	3.69296e-005	6.91625e-006	8.62899e-005	8.48581e-005	0.000129057	-2.80704e-005	-1.85861e-006	-3.16388e-005	-0.000225052	-0.000156293	-9.04752e-005	-0.000110481	
0.201353	3.92429e-005	-0.000107853	-6.06297e-005	9.59066e-005	-0.00016094	-3.5228e-005	-4.09809e-006	5.64615e-005	4.3356e-005	7.96288e-005	-1.36658e-005	8.46173e-005	7.09853e-005	5.78178e-005	-1.11398e-005	9.09237e-005	7.9783e-005	-0.000215293	-0.000168057	-0.00012058	-6.38897e-005	
0.202437	5.06213e-005	-0.00012037	-3.23967e-005	-0.000199008	-0.000345322	1.38302e-005	2.35565e-005	9.05663e-005	0.000104915	6.77826e-005	1.80774e-005	1.27277e-005	3.48438e-005	7.06987e-005	-3.08856e-005	-5.45064e-005	-0.000129562	-0.000271612	-0.000149307	-3.53063e-005	-4.26202e-005	
0.203458	5.36543e-005	-0.00020722	-4.88178e-005	-0.000174056	-0.000267914	-7.14393e-005	-5.04724e-005	2.83612e-005	8.3163e-006	4.48113e-005	1.58187e-005	3.05835e-005	0.000119589	0.000146425	-7.50154e-005	-6.57482e-005	-0.000136843	-0.000264705	-0.000212359	-0.000140112	-0.000129624	
0.204543	6.6912e-005	-3.56997e-005	7.98565e-006	2.06478e-005	-0.000199347	-0.000108975	7.28082e-005	-2.04653e-005	2.29562e-005	0.000105796	6.69471e-005	0.000204057	0.000187487	0.000199878	-3.78008e-006	2.52843e-005	-5.876e-006	-0.000219014	-0.000183102	-0.000169251	-0.00011764	
0.205564	7.24002e-005	-0.000159039	-7.75111e-005	-0.000149861	-0.000363395	-1.72514e-005	7.53176e-005	0.000159804	0.000135637	0.00010177	3.69113e-006	-3.9013e-006	2.8141e-005	5.9901e-005	-6.37533e-005	-4.50457e-005	-0.000124162	-0.000292971	-0.000179056	-8.37612e-005	-7.39591e-006	
0.206648	-3.75055e-005	-0.00019869	-0.000112346	-0.000195354	-0.000363771	-0.000191141	-4.41601e-005	-2.36015e-005	-2.3838e-005	4.23148e-006	-6.75876e-005	-1.38022e-005	-1.3202e-006	2.4435e-005	-9.16295e-005	-8.34051e-005	-0.000162174	-0.000343139	-0.000268375	-0.000239703	-0.000185036	
0.207669	-3.387e-006	-0.00016328	-8.23352e-006	-4.40295e-005	-0.000267947	-8.02457e-005	3.67379e-006	-4.06889e-006	7.0562e-006	3.99503e-005	-5.03056e-005	8.50483e-006	7.4663e-005	0.000119414	-1.66849e-005	3.30778e-005	-5.24867e-005	-0.00027441	-0.000199518	-0.000163504	-0.00012599	
0.208754	-4.07465e-006	-0.000119439	-2.66698e-005	-5.35601e-005	-0.000278473	1.98509e-005	-2.80579e-005	4.63693e-005	1.80187e-005	5.33841e-005	-2.18091e-005	7.36923e-005	8.8748e-005	8.02316e-005	-1.04044e-005	2.69324e-005	-4.59704e-005	-0.000246598	-0.000134452	-7.04058e-005	-6.43369e-005	
0.209774	6.06717e-005	-0.000108723	-3.54816e-005	7.26984e-005	4.6454e-006	1.46987e-005	3.61308e-005	6.06445e-005	7.97123e-005	7.63148e-005	4.14783e-005	4.11654e-005	5.8287e-005	8.33155e-005	3.75129e-005	0.000136246	8.52166e-005	-7.03944e-005	-3.0343e-005	-3.55961e-005	-5.73866e-005	
0.210859	4.42219e-005	-0.000129014	-0.000114441	1.34075e-005	-0.000252926	-6.67851e-005	5.40808e-006	7.055e-005	2.72327e-005	0.000108849	4.17766e-006	5.94405e-005	4.27129e-005	2.49428e-005	-3.67097e-005	6.22509e-005	3.10648e-006	-0.000269025	-0.000162578	-0.000120102	-9.71851e-005	
0.21188	2.13222e-005	-0.000140156	-5.86499e-005	-0.000148013	-0.000346382	-0.000104299	-2.94666e-005	4.31904e-005	5.19643e-005	5.81848e-005	-3.30578e-006	0.000100043	0.000142066	0.00011661	-6.57147e-005	-2.54422e-005	-8.86391e-005	-0.000357794	-0.000197526	-0.000185614	-0.000125213	
0.212901	6.27673e-005	-0.000157491	-0.000102891	-5.89983e-005	-0.000309164	-8.99555e-005	6.08197e-005	1.54531e-005	4.82864e-005	5.92456e-005	7.64048e-006	3.38769e-006	6.52045e-006	4.15572e-005	-8.36779e-005	-2.06762e-005	-6.4107e-005	-0.000285987	-0.000196388	-0.000169649	-0.000112887	
0.213985	2.99813e-005	-0.000105376	-5.60248e-005	-0.000178418	-0.000316828	-1.80154e-005	2.99279e-006	4.47697e-005	4.36395e-005	6.5525e-005	-5.04332e-006	4.52932e-005	4.67518e-005	6.23403e-005	-5.94817e-005	-1.11047e-005	-0.000106394	-0.000250419	-0.000119979	-0.000103509	-7.63942e-005	
0.215006	5.28542e-005	-0.000136233	-4.50005e-005	-4.361e-005	-0.000131448	-2.22556e-005	8.22295e-005	7.96662e-005	7.38039e-005	0.000103184	-7.4548e-007	1.46603e-005	5.16863e-005	7.4324e-005	-5.69942e-005	3.03089e-005	-2.45501e-005	-0.000168878	-0.000141394	-7.20871e-005	-8.4754e-005	
0.216091	8.58063e-005	-0.000197049	-0.000113225	-0.00016412	-0.000288654	-6.96652e-005	1.35491e-005	3.63561e-005	6.2215e-005	0.000143987	3.24052e-005	5.33739e-006	8.67673e-006	1.38056e-005	-9.93604e-005	-8.53266e-005	-0.000118099	-0.000306768	-0.000192098	-0.000144123	-0.000108734	
0.217111	5.97446e-006	-0.000163666	-9.16495e-005	8.81804e-005	-0.000223922	-5.18586e-005	2.28204e-005	4.12015e-005	3.708e-005	8.33025e-005	5.83835e-006	-2.09968e-006	2.88722e-005	0.000118055	-8.24799e-005	-9.166e-006	-9.20814e-006	-0.000212884	-0.000140381	-8.87559e-005	-8.57024e-005	
0.218196	3.5735e-005	-0.000206977	-0.000101379	0.000135368	-5.54408e-005	-7.89791e-005	4.5421e-005	7.96336e-005	7.9871e-005	7.44556e-005	2.70447e-006	2.14741e-005	6.57771e-005	8.47573e-005	-8.56244e-005	5.08309e-005	3.26465e-005	-0.000168395	-0.00012636	-0.000115964	-5.36839e-005	
0.219217	3.70852e-005	-0.000177048	1.43816e-005	-6.90817e-005	-0.000178492	1.35858e-005	5.63788e-005	6.40321e-005	0.000109888	7.09325e-005	-8.30271e-006	4.97978e-005	9.41017e-005	0.000150823	-4.83869e-006	-2.22607e-006	-8.93759e-005	-0.000184376	-0.000115742	-5.0804e-005	-7.78134e-005	
